year,level_1,level_2,level_3,value
2009,Residents,Total HDB Dwellings,HDB 1- And 2-Room Flats,106133
2009,Residents,Total HDB Dwellings,HDB 3-Room Flats,632943
2009,Residents,Total HDB Dwellings,HDB 4-Room Flats,1272084
2009,Residents,Total HDB Dwellings,HDB 5-Room And Executive Flats,1069368
2009,0-4 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,4615
2009,0-4 Years,Total HDB Dwellings,HDB 3-Room Flats,28277
2009,0-4 Years,Total HDB Dwellings,HDB 4-Room Flats,66935
2009,0-4 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,66919
2009,5-9 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,4104
2009,5-9 Years,Total HDB Dwellings,HDB 3-Room Flats,28370
2009,5-9 Years,Total HDB Dwellings,HDB 4-Room Flats,73708
2009,5-9 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,75343
2009,10-14 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,4375
2009,10-14 Years,Total HDB Dwellings,HDB 3-Room Flats,28647
2009,10-14 Years,Total HDB Dwellings,HDB 4-Room Flats,84866
2009,10-14 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,83653
2009,15-19 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,5241
2009,15-19 Years,Total HDB Dwellings,HDB 3-Room Flats,31127
2009,15-19 Years,Total HDB Dwellings,HDB 4-Room Flats,92981
2009,15-19 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,83900
2009,20-24 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,5689
2009,20-24 Years,Total HDB Dwellings,HDB 3-Room Flats,34979
2009,20-24 Years,Total HDB Dwellings,HDB 4-Room Flats,89534
2009,20-24 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,70879
2009,25-29 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,5707
2009,25-29 Years,Total HDB Dwellings,HDB 3-Room Flats,50139
2009,25-29 Years,Total HDB Dwellings,HDB 4-Room Flats,105237
2009,25-29 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,74659
2009,30-34 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,4536
2009,30-34 Years,Total HDB Dwellings,HDB 3-Room Flats,52457
2009,30-34 Years,Total HDB Dwellings,HDB 4-Room Flats,108261
2009,30-34 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,87620
2009,35-39 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,5254
2009,35-39 Years,Total HDB Dwellings,HDB 3-Room Flats,51171
2009,35-39 Years,Total HDB Dwellings,HDB 4-Room Flats,106321
2009,35-39 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,98379
2009,40-44 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,6728
2009,40-44 Years,Total HDB Dwellings,HDB 3-Room Flats,51803
2009,40-44 Years,Total HDB Dwellings,HDB 4-Room Flats,104022
2009,40-44 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,92119
2009,45-49 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,8412
2009,45-49 Years,Total HDB Dwellings,HDB 3-Room Flats,55077
2009,45-49 Years,Total HDB Dwellings,HDB 4-Room Flats,108130
2009,45-49 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,91112
2009,50-54 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,9646
2009,50-54 Years,Total HDB Dwellings,HDB 3-Room Flats,53502
2009,50-54 Years,Total HDB Dwellings,HDB 4-Room Flats,100477
2009,50-54 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,80480
2009,55-59 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,9197
2009,55-59 Years,Total HDB Dwellings,HDB 3-Room Flats,47883
2009,55-59 Years,Total HDB Dwellings,HDB 4-Room Flats,80518
2009,55-59 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,60437
2009,60-64 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,8197
2009,60-64 Years,Total HDB Dwellings,HDB 3-Room Flats,38688
2009,60-64 Years,Total HDB Dwellings,HDB 4-Room Flats,53890
2009,60-64 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,38648
2009,65-69 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,7435
2009,65-69 Years,Total HDB Dwellings,HDB 3-Room Flats,29542
2009,65-69 Years,Total HDB Dwellings,HDB 4-Room Flats,35757
2009,65-69 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,24050
2009,70-74 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,6664
2009,70-74 Years,Total HDB Dwellings,HDB 3-Room Flats,22818
2009,70-74 Years,Total HDB Dwellings,HDB 4-Room Flats,25617
2009,70-74 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,17129
2009,75-79 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,5149
2009,75-79 Years,Total HDB Dwellings,HDB 3-Room Flats,14920
2009,75-79 Years,Total HDB Dwellings,HDB 4-Room Flats,18150
2009,75-79 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,11759
2009,80-84 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,2996
2009,80-84 Years,Total HDB Dwellings,HDB 3-Room Flats,8199
2009,80-84 Years,Total HDB Dwellings,HDB 4-Room Flats,10684
2009,80-84 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,7138
2009,85 Years & Over,Total HDB Dwellings,HDB 1- And 2-Room Flats,2188
2009,85 Years & Over,Total HDB Dwellings,HDB 3-Room Flats,5344
2009,85 Years & Over,Total HDB Dwellings,HDB 4-Room Flats,6996
2009,85 Years & Over,Total HDB Dwellings,HDB 5-Room And Executive Flats,5144
2010,Residents,Total HDB Dwellings,HDB 1- And 2-Room Flats,112433
2010,Residents,Total HDB Dwellings,HDB 3-Room Flats,632538
2010,Residents,Total HDB Dwellings,HDB 4-Room Flats,1279865
2010,Residents,Total HDB Dwellings,HDB 5-Room And Executive Flats,1076353
2010,0-4 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,5191
2010,0-4 Years,Total HDB Dwellings,HDB 3-Room Flats,26854
2010,0-4 Years,Total HDB Dwellings,HDB 4-Room Flats,66006
2010,0-4 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,64854
2010,5-9 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,4735
2010,5-9 Years,Total HDB Dwellings,HDB 3-Room Flats,27565
2010,5-9 Years,Total HDB Dwellings,HDB 4-Room Flats,70364
2010,5-9 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,72708
2010,10-14 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,5006
2010,10-14 Years,Total HDB Dwellings,HDB 3-Room Flats,28665
2010,10-14 Years,Total HDB Dwellings,HDB 4-Room Flats,82176
2010,10-14 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,81759
2010,15-19 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,5789
2010,15-19 Years,Total HDB Dwellings,HDB 3-Room Flats,30999
2010,15-19 Years,Total HDB Dwellings,HDB 4-Room Flats,91728
2010,15-19 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,84881
2010,20-24 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,6184
2010,20-24 Years,Total HDB Dwellings,HDB 3-Room Flats,34191
2010,20-24 Years,Total HDB Dwellings,HDB 4-Room Flats,90636
2010,20-24 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,73581
2010,25-29 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,6155
2010,25-29 Years,Total HDB Dwellings,HDB 3-Room Flats,47719
2010,25-29 Years,Total HDB Dwellings,HDB 4-Room Flats,104784
2010,25-29 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,74469
2010,30-34 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,4823
2010,30-34 Years,Total HDB Dwellings,HDB 3-Room Flats,51972
2010,30-34 Years,Total HDB Dwellings,HDB 4-Room Flats,109965
2010,30-34 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,86374
2010,35-39 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,5547
2010,35-39 Years,Total HDB Dwellings,HDB 3-Room Flats,51468
2010,35-39 Years,Total HDB Dwellings,HDB 4-Room Flats,107242
2010,35-39 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,97585
2010,40-44 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,6954
2010,40-44 Years,Total HDB Dwellings,HDB 3-Room Flats,50297
2010,40-44 Years,Total HDB Dwellings,HDB 4-Room Flats,101610
2010,40-44 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,91152
2010,45-49 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,8770
2010,45-49 Years,Total HDB Dwellings,HDB 3-Room Flats,54994
2010,45-49 Years,Total HDB Dwellings,HDB 4-Room Flats,107922
2010,45-49 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,91110
2010,50-54 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,10150
2010,50-54 Years,Total HDB Dwellings,HDB 3-Room Flats,54106
2010,50-54 Years,Total HDB Dwellings,HDB 4-Room Flats,101970
2010,50-54 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,82686
2010,55-59 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,9518
2010,55-59 Years,Total HDB Dwellings,HDB 3-Room Flats,48529
2010,55-59 Years,Total HDB Dwellings,HDB 4-Room Flats,84079
2010,55-59 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,63245
2010,60-64 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,9167
2010,60-64 Years,Total HDB Dwellings,HDB 3-Room Flats,42593
2010,60-64 Years,Total HDB Dwellings,HDB 4-Room Flats,61611
2010,60-64 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,44515
2010,65-69 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,6793
2010,65-69 Years,Total HDB Dwellings,HDB 3-Room Flats,27574
2010,65-69 Years,Total HDB Dwellings,HDB 4-Room Flats,34339
2010,65-69 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,23637
2010,70-74 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,6923
2010,70-74 Years,Total HDB Dwellings,HDB 3-Room Flats,24311
2010,70-74 Years,Total HDB Dwellings,HDB 4-Room Flats,27130
2010,70-74 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,18172
2010,75-79 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,5314
2010,75-79 Years,Total HDB Dwellings,HDB 3-Room Flats,16059
2010,75-79 Years,Total HDB Dwellings,HDB 4-Room Flats,19385
2010,75-79 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,12457
2010,80-84 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,3196
2010,80-84 Years,Total HDB Dwellings,HDB 3-Room Flats,8868
2010,80-84 Years,Total HDB Dwellings,HDB 4-Room Flats,11442
2010,80-84 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,7732
2010,85 Years & Over,Total HDB Dwellings,HDB 1- And 2-Room Flats,2218
2010,85 Years & Over,Total HDB Dwellings,HDB 3-Room Flats,5774
2010,85 Years & Over,Total HDB Dwellings,HDB 4-Room Flats,7476
2010,85 Years & Over,Total HDB Dwellings,HDB 5-Room And Executive Flats,5436
2011,Residents,Total HDB Dwellings,HDB 1- And 2-Room Flats,122473
2011,Residents,Total HDB Dwellings,HDB 3-Room Flats,629207
2011,Residents,Total HDB Dwellings,HDB 4-Room Flats,1283524
2011,Residents,Total HDB Dwellings,HDB 5-Room And Executive Flats,1077235
2011,0-4 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,5878
2011,0-4 Years,Total HDB Dwellings,HDB 3-Room Flats,25342
2011,0-4 Years,Total HDB Dwellings,HDB 4-Room Flats,64479
2011,0-4 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,61618
2011,5-9 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,5537
2011,5-9 Years,Total HDB Dwellings,HDB 3-Room Flats,26714
2011,5-9 Years,Total HDB Dwellings,HDB 4-Room Flats,66947
2011,5-9 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,69509
2011,10-14 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,5675
2011,10-14 Years,Total HDB Dwellings,HDB 3-Room Flats,28965
2011,10-14 Years,Total HDB Dwellings,HDB 4-Room Flats,79655
2011,10-14 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,80366
2011,15-19 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,6549
2011,15-19 Years,Total HDB Dwellings,HDB 3-Room Flats,30569
2011,15-19 Years,Total HDB Dwellings,HDB 4-Room Flats,89612
2011,15-19 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,84280
2011,20-24 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,7081
2011,20-24 Years,Total HDB Dwellings,HDB 3-Room Flats,34270
2011,20-24 Years,Total HDB Dwellings,HDB 4-Room Flats,92261
2011,20-24 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,77032
2011,25-29 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,6851
2011,25-29 Years,Total HDB Dwellings,HDB 3-Room Flats,44114
2011,25-29 Years,Total HDB Dwellings,HDB 4-Room Flats,101614
2011,25-29 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,71925
2011,30-34 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,5345
2011,30-34 Years,Total HDB Dwellings,HDB 3-Room Flats,50770
2011,30-34 Years,Total HDB Dwellings,HDB 4-Room Flats,112331
2011,30-34 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,84543
2011,35-39 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,5949
2011,35-39 Years,Total HDB Dwellings,HDB 3-Room Flats,50920
2011,35-39 Years,Total HDB Dwellings,HDB 4-Room Flats,106669
2011,35-39 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,94723
2011,40-44 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,7236
2011,40-44 Years,Total HDB Dwellings,HDB 3-Room Flats,49021
2011,40-44 Years,Total HDB Dwellings,HDB 4-Room Flats,99434
2011,40-44 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,90595
2011,45-49 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,9342
2011,45-49 Years,Total HDB Dwellings,HDB 3-Room Flats,54918
2011,45-49 Years,Total HDB Dwellings,HDB 4-Room Flats,107861
2011,45-49 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,90941
2011,50-54 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,10941
2011,50-54 Years,Total HDB Dwellings,HDB 3-Room Flats,54483
2011,50-54 Years,Total HDB Dwellings,HDB 4-Room Flats,103143
2011,50-54 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,84560
2011,55-59 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,10389
2011,55-59 Years,Total HDB Dwellings,HDB 3-Room Flats,49841
2011,55-59 Years,Total HDB Dwellings,HDB 4-Room Flats,88288
2011,55-59 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,67000
2011,60-64 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,10132
2011,60-64 Years,Total HDB Dwellings,HDB 3-Room Flats,44639
2011,60-64 Years,Total HDB Dwellings,HDB 4-Room Flats,67344
2011,60-64 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,49153
2011,65-69 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,6866
2011,65-69 Years,Total HDB Dwellings,HDB 3-Room Flats,26807
2011,65-69 Years,Total HDB Dwellings,HDB 4-Room Flats,34502
2011,65-69 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,24188
2011,70-74 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,7427
2011,70-74 Years,Total HDB Dwellings,HDB 3-Room Flats,25898
2011,70-74 Years,Total HDB Dwellings,HDB 4-Room Flats,29648
2011,70-74 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,19860
2011,75-79 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,5494
2011,75-79 Years,Total HDB Dwellings,HDB 3-Room Flats,16466
2011,75-79 Years,Total HDB Dwellings,HDB 4-Room Flats,19696
2011,75-79 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,12919
2011,80-84 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,3396
2011,80-84 Years,Total HDB Dwellings,HDB 3-Room Flats,9382
2011,80-84 Years,Total HDB Dwellings,HDB 4-Room Flats,12034
2011,80-84 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,8191
2011,85 Years & Over,Total HDB Dwellings,HDB 1- And 2-Room Flats,2385
2011,85 Years & Over,Total HDB Dwellings,HDB 3-Room Flats,6088
2011,85 Years & Over,Total HDB Dwellings,HDB 4-Room Flats,8006
2011,85 Years & Over,Total HDB Dwellings,HDB 5-Room And Executive Flats,5832
2012,Residents,Total HDB Dwellings,HDB 1- And 2-Room Flats,132214
2012,Residents,Total HDB Dwellings,HDB 3-Room Flats,621569
2012,Residents,Total HDB Dwellings,HDB 4-Room Flats,1294678
2012,Residents,Total HDB Dwellings,HDB 5-Room And Executive Flats,1080226
2012,0-4 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,6571
2012,0-4 Years,Total HDB Dwellings,HDB 3-Room Flats,23932
2012,0-4 Years,Total HDB Dwellings,HDB 4-Room Flats,65424
2012,0-4 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,59407
2012,5-9 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,6389
2012,5-9 Years,Total HDB Dwellings,HDB 3-Room Flats,26269
2012,5-9 Years,Total HDB Dwellings,HDB 4-Room Flats,66002
2012,5-9 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,67589
2012,10-14 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,6387
2012,10-14 Years,Total HDB Dwellings,HDB 3-Room Flats,27971
2012,10-14 Years,Total HDB Dwellings,HDB 4-Room Flats,76266
2012,10-14 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,77508
2012,15-19 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,7187
2012,15-19 Years,Total HDB Dwellings,HDB 3-Room Flats,30019
2012,15-19 Years,Total HDB Dwellings,HDB 4-Room Flats,87912
2012,15-19 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,84036
2012,20-24 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,8071
2012,20-24 Years,Total HDB Dwellings,HDB 3-Room Flats,34252
2012,20-24 Years,Total HDB Dwellings,HDB 4-Room Flats,94145
2012,20-24 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,80895
2012,25-29 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,7381
2012,25-29 Years,Total HDB Dwellings,HDB 3-Room Flats,40963
2012,25-29 Years,Total HDB Dwellings,HDB 4-Room Flats,98878
2012,25-29 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,69832
2012,30-34 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,6009
2012,30-34 Years,Total HDB Dwellings,HDB 3-Room Flats,48882
2012,30-34 Years,Total HDB Dwellings,HDB 4-Room Flats,114430
2012,30-34 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,82284
2012,35-39 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,6051
2012,35-39 Years,Total HDB Dwellings,HDB 3-Room Flats,49855
2012,35-39 Years,Total HDB Dwellings,HDB 4-Room Flats,107657
2012,35-39 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,92365
2012,40-44 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,7590
2012,40-44 Years,Total HDB Dwellings,HDB 3-Room Flats,48223
2012,40-44 Years,Total HDB Dwellings,HDB 4-Room Flats,99634
2012,40-44 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,90894
2012,45-49 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,9898
2012,45-49 Years,Total HDB Dwellings,HDB 3-Room Flats,53410
2012,45-49 Years,Total HDB Dwellings,HDB 4-Room Flats,106167
2012,45-49 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,90127
2012,50-54 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,11526
2012,50-54 Years,Total HDB Dwellings,HDB 3-Room Flats,53671
2012,50-54 Years,Total HDB Dwellings,HDB 4-Room Flats,103494
2012,50-54 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,85709
2012,55-59 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,11230
2012,55-59 Years,Total HDB Dwellings,HDB 3-Room Flats,50649
2012,55-59 Years,Total HDB Dwellings,HDB 4-Room Flats,92384
2012,55-59 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,70470
2012,60-64 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,10566
2012,60-64 Years,Total HDB Dwellings,HDB 3-Room Flats,44142
2012,60-64 Years,Total HDB Dwellings,HDB 4-Room Flats,69882
2012,60-64 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,51764
2012,65-69 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,7812
2012,65-69 Years,Total HDB Dwellings,HDB 3-Room Flats,29976
2012,65-69 Years,Total HDB Dwellings,HDB 4-Room Flats,39957
2012,65-69 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,28147
2012,70-74 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,7804
2012,70-74 Years,Total HDB Dwellings,HDB 3-Room Flats,26361
2012,70-74 Years,Total HDB Dwellings,HDB 4-Room Flats,31289
2012,70-74 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,21065
2012,75-79 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,5540
2012,75-79 Years,Total HDB Dwellings,HDB 3-Room Flats,16629
2012,75-79 Years,Total HDB Dwellings,HDB 4-Room Flats,19681
2012,75-79 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,13244
2012,80-84 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,3577
2012,80-84 Years,Total HDB Dwellings,HDB 3-Room Flats,9808
2012,80-84 Years,Total HDB Dwellings,HDB 4-Room Flats,12660
2012,80-84 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,8616
2012,85 Years & Over,Total HDB Dwellings,HDB 1- And 2-Room Flats,2625
2012,85 Years & Over,Total HDB Dwellings,HDB 3-Room Flats,6557
2012,85 Years & Over,Total HDB Dwellings,HDB 4-Room Flats,8816
2012,85 Years & Over,Total HDB Dwellings,HDB 5-Room And Executive Flats,6274
2013,Residents,Total HDB Dwellings,HDB 1- And 2-Room Flats,143445
2013,Residents,Total HDB Dwellings,HDB 3-Room Flats,612096
2013,Residents,Total HDB Dwellings,HDB 4-Room Flats,1303959
2013,Residents,Total HDB Dwellings,HDB 5-Room And Executive Flats,1081223
2013,0-4 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,7219
2013,0-4 Years,Total HDB Dwellings,HDB 3-Room Flats,22558
2013,0-4 Years,Total HDB Dwellings,HDB 4-Room Flats,65697
2013,0-4 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,56342
2013,5-9 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,7293
2013,5-9 Years,Total HDB Dwellings,HDB 3-Room Flats,25516
2013,5-9 Years,Total HDB Dwellings,HDB 4-Room Flats,65762
2013,5-9 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,66181
2013,10-14 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,7261
2013,10-14 Years,Total HDB Dwellings,HDB 3-Room Flats,26953
2013,10-14 Years,Total HDB Dwellings,HDB 4-Room Flats,72883
2013,10-14 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,74405
2013,15-19 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,8025
2013,15-19 Years,Total HDB Dwellings,HDB 3-Room Flats,29039
2013,15-19 Years,Total HDB Dwellings,HDB 4-Room Flats,85462
2013,15-19 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,83210
2013,20-24 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,8974
2013,20-24 Years,Total HDB Dwellings,HDB 3-Room Flats,33620
2013,20-24 Years,Total HDB Dwellings,HDB 4-Room Flats,93938
2013,20-24 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,82014
2013,25-29 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,8112
2013,25-29 Years,Total HDB Dwellings,HDB 3-Room Flats,38954
2013,25-29 Years,Total HDB Dwellings,HDB 4-Room Flats,98684
2013,25-29 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,70994
2013,30-34 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,6841
2013,30-34 Years,Total HDB Dwellings,HDB 3-Room Flats,47335
2013,30-34 Years,Total HDB Dwellings,HDB 4-Room Flats,117201
2013,30-34 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,81338
2013,35-39 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,6143
2013,35-39 Years,Total HDB Dwellings,HDB 3-Room Flats,47669
2013,35-39 Years,Total HDB Dwellings,HDB 4-Room Flats,107336
2013,35-39 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,87728
2013,40-44 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,8122
2013,40-44 Years,Total HDB Dwellings,HDB 3-Room Flats,47742
