year,level_1,level_2,level_3,value
2013,40-44 Years,Total HDB Dwellings,HDB 4-Room Flats,100529
2013,40-44 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,91484
2013,45-49 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,10613
2013,45-49 Years,Total HDB Dwellings,HDB 3-Room Flats,51467
2013,45-49 Years,Total HDB Dwellings,HDB 4-Room Flats,103575
2013,45-49 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,88847
2013,50-54 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,12176
2013,50-54 Years,Total HDB Dwellings,HDB 3-Room Flats,53225
2013,50-54 Years,Total HDB Dwellings,HDB 4-Room Flats,103995
2013,50-54 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,86208
2013,55-59 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,12233
2013,55-59 Years,Total HDB Dwellings,HDB 3-Room Flats,50882
2013,55-59 Years,Total HDB Dwellings,HDB 4-Room Flats,95096
2013,55-59 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,73820
2013,60-64 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,11258
2013,60-64 Years,Total HDB Dwellings,HDB 3-Room Flats,44102
2013,60-64 Years,Total HDB Dwellings,HDB 4-Room Flats,73357
2013,60-64 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,54558
2013,65-69 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,8922
2013,65-69 Years,Total HDB Dwellings,HDB 3-Room Flats,32647
2013,65-69 Years,Total HDB Dwellings,HDB 4-Room Flats,45325
2013,65-69 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,32616
2013,70-74 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,7819
2013,70-74 Years,Total HDB Dwellings,HDB 3-Room Flats,26005
2013,70-74 Years,Total HDB Dwellings,HDB 4-Room Flats,31852
2013,70-74 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,21695
2013,75-79 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,5777
2013,75-79 Years,Total HDB Dwellings,HDB 3-Room Flats,17148
2013,75-79 Years,Total HDB Dwellings,HDB 4-Room Flats,20419
2013,75-79 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,13978
2013,80-84 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,3825
2013,80-84 Years,Total HDB Dwellings,HDB 3-Room Flats,10240
2013,80-84 Years,Total HDB Dwellings,HDB 4-Room Flats,13342
2013,80-84 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,8983
2013,85 Years & Over,Total HDB Dwellings,HDB 1- And 2-Room Flats,2832
2013,85 Years & Over,Total HDB Dwellings,HDB 3-Room Flats,6994
2013,85 Years & Over,Total HDB Dwellings,HDB 4-Room Flats,9506
2013,85 Years & Over,Total HDB Dwellings,HDB 5-Room And Executive Flats,6822
2014,Residents,Total HDB Dwellings,HDB 1- And 2-Room Flats,151720
2014,Residents,Total HDB Dwellings,HDB 3-Room Flats,609833
2014,Residents,Total HDB Dwellings,HDB 4-Room Flats,1311754
2014,Residents,Total HDB Dwellings,HDB 5-Room And Executive Flats,1077664
2014,0-4 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,7412
2014,0-4 Years,Total HDB Dwellings,HDB 3-Room Flats,22289
2014,0-4 Years,Total HDB Dwellings,HDB 4-Room Flats,66544
2014,0-4 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,53355
2014,5-9 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,7872
2014,5-9 Years,Total HDB Dwellings,HDB 3-Room Flats,25109
2014,5-9 Years,Total HDB Dwellings,HDB 4-Room Flats,66306
2014,5-9 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,64651
2014,10-14 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,7748
2014,10-14 Years,Total HDB Dwellings,HDB 3-Room Flats,26342
2014,10-14 Years,Total HDB Dwellings,HDB 4-Room Flats,70030
2014,10-14 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,71612
2014,15-19 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,8595
2014,15-19 Years,Total HDB Dwellings,HDB 3-Room Flats,28298
2014,15-19 Years,Total HDB Dwellings,HDB 4-Room Flats,81794
2014,15-19 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,80322
2014,20-24 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,9581
2014,20-24 Years,Total HDB Dwellings,HDB 3-Room Flats,32658
2014,20-24 Years,Total HDB Dwellings,HDB 4-Room Flats,91746
2014,20-24 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,81744
2014,25-29 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,8676
2014,25-29 Years,Total HDB Dwellings,HDB 3-Room Flats,39346
2014,25-29 Years,Total HDB Dwellings,HDB 4-Room Flats,101071
2014,25-29 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,74304
2014,30-34 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,7201
2014,30-34 Years,Total HDB Dwellings,HDB 3-Room Flats,45975
2014,30-34 Years,Total HDB Dwellings,HDB 4-Room Flats,117276
2014,30-34 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,77864
2014,35-39 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,6462
2014,35-39 Years,Total HDB Dwellings,HDB 3-Room Flats,46593
2014,35-39 Years,Total HDB Dwellings,HDB 4-Room Flats,108319
2014,35-39 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,84436
2014,40-44 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,8318
2014,40-44 Years,Total HDB Dwellings,HDB 3-Room Flats,47908
2014,40-44 Years,Total HDB Dwellings,HDB 4-Room Flats,101422
2014,40-44 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,91491
2014,45-49 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,10806
2014,45-49 Years,Total HDB Dwellings,HDB 3-Room Flats,49275
2014,45-49 Years,Total HDB Dwellings,HDB 4-Room Flats,99893
2014,45-49 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,86635
2014,50-54 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,12585
2014,50-54 Years,Total HDB Dwellings,HDB 3-Room Flats,53116
2014,50-54 Years,Total HDB Dwellings,HDB 4-Room Flats,104422
2014,50-54 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,86470
2014,55-59 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,13183
2014,55-59 Years,Total HDB Dwellings,HDB 3-Room Flats,50994
2014,55-59 Years,Total HDB Dwellings,HDB 4-Room Flats,96988
2014,55-59 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,76605
2014,60-64 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,12274
2014,60-64 Years,Total HDB Dwellings,HDB 3-Room Flats,44528
2014,60-64 Years,Total HDB Dwellings,HDB 4-Room Flats,76872
2014,60-64 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,57488
2014,65-69 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,9991
2014,65-69 Years,Total HDB Dwellings,HDB 3-Room Flats,34948
2014,65-69 Years,Total HDB Dwellings,HDB 4-Room Flats,50428
2014,65-69 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,36424
2014,70-74 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,7858
2014,70-74 Years,Total HDB Dwellings,HDB 3-Room Flats,25391
2014,70-74 Years,Total HDB Dwellings,HDB 4-Room Flats,32357
2014,70-74 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,22224
2014,75-79 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,6113
2014,75-79 Years,Total HDB Dwellings,HDB 3-Room Flats,18562
2014,75-79 Years,Total HDB Dwellings,HDB 4-Room Flats,21987
2014,75-79 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,15291
2014,80-84 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,4006
2014,80-84 Years,Total HDB Dwellings,HDB 3-Room Flats,10972
2014,80-84 Years,Total HDB Dwellings,HDB 4-Room Flats,13999
2014,80-84 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,9406
2014,85 Years & Over,Total HDB Dwellings,HDB 1- And 2-Room Flats,3039
2014,85 Years & Over,Total HDB Dwellings,HDB 3-Room Flats,7529
2014,85 Years & Over,Total HDB Dwellings,HDB 4-Room Flats,10300
2014,85 Years & Over,Total HDB Dwellings,HDB 5-Room And Executive Flats,7342
2015,Residents,Total HDB Dwellings,HDB 1- And 2-Room Flats,159792
2015,Residents,Total HDB Dwellings,HDB 3-Room Flats,604579
2015,Residents,Total HDB Dwellings,HDB 4-Room Flats,1320285
2015,Residents,Total HDB Dwellings,HDB 5-Room And Executive Flats,1074735
2015,0-4 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,7603
2015,0-4 Years,Total HDB Dwellings,HDB 3-Room Flats,22114
2015,0-4 Years,Total HDB Dwellings,HDB 4-Room Flats,69042
2015,0-4 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,51520
2015,5-9 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,8094
2015,5-9 Years,Total HDB Dwellings,HDB 3-Room Flats,24386
2015,5-9 Years,Total HDB Dwellings,HDB 4-Room Flats,66107
2015,5-9 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,62850
2015,10-14 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,7910
2015,10-14 Years,Total HDB Dwellings,HDB 3-Room Flats,25258
2015,10-14 Years,Total HDB Dwellings,HDB 4-Room Flats,66587
2015,10-14 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,68612
2015,15-19 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,9086
2015,15-19 Years,Total HDB Dwellings,HDB 3-Room Flats,27778
2015,15-19 Years,Total HDB Dwellings,HDB 4-Room Flats,79285
2015,15-19 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,78237
2015,20-24 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,10033
2015,20-24 Years,Total HDB Dwellings,HDB 3-Room Flats,31694
2015,20-24 Years,Total HDB Dwellings,HDB 4-Room Flats,90525
2015,20-24 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,82515
2015,25-29 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,9007
2015,25-29 Years,Total HDB Dwellings,HDB 3-Room Flats,38757
2015,25-29 Years,Total HDB Dwellings,HDB 4-Room Flats,103016
2015,25-29 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,76090
2015,30-34 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,7450
2015,30-34 Years,Total HDB Dwellings,HDB 3-Room Flats,44011
2015,30-34 Years,Total HDB Dwellings,HDB 4-Room Flats,117891
2015,30-34 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,75607
2015,35-39 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,6605
2015,35-39 Years,Total HDB Dwellings,HDB 3-Room Flats,45676
2015,35-39 Years,Total HDB Dwellings,HDB 4-Room Flats,109281
2015,35-39 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,81997
2015,40-44 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,8438
2015,40-44 Years,Total HDB Dwellings,HDB 3-Room Flats,47569
2015,40-44 Years,Total HDB Dwellings,HDB 4-Room Flats,101498
2015,40-44 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,89739
2015,45-49 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,10755
2015,45-49 Years,Total HDB Dwellings,HDB 3-Room Flats,47143
2015,45-49 Years,Total HDB Dwellings,HDB 4-Room Flats,96829
2015,45-49 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,85118
2015,50-54 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,12896
2015,50-54 Years,Total HDB Dwellings,HDB 3-Room Flats,52255
2015,50-54 Years,Total HDB Dwellings,HDB 4-Room Flats,103721
2015,50-54 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,86096
2015,55-59 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,14367
2015,55-59 Years,Total HDB Dwellings,HDB 3-Room Flats,51412
2015,55-59 Years,Total HDB Dwellings,HDB 4-Room Flats,98349
2015,55-59 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,78799
2015,60-64 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,13579
2015,60-64 Years,Total HDB Dwellings,HDB 3-Room Flats,44863
2015,60-64 Years,Total HDB Dwellings,HDB 4-Room Flats,80212
2015,60-64 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,59993
2015,65-69 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,12029
2015,65-69 Years,Total HDB Dwellings,HDB 3-Room Flats,38220
2015,65-69 Years,Total HDB Dwellings,HDB 4-Room Flats,57367
2015,65-69 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,41764
2015,70-74 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,7620
2015,70-74 Years,Total HDB Dwellings,HDB 3-Room Flats,23651
2015,70-74 Years,Total HDB Dwellings,HDB 4-Room Flats,31086
2015,70-74 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,21671
2015,75-79 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,6664
2015,75-79 Years,Total HDB Dwellings,HDB 3-Room Flats,19760
2015,75-79 Years,Total HDB Dwellings,HDB 4-Room Flats,23323
2015,75-79 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,16174
2015,80-84 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,4385
2015,80-84 Years,Total HDB Dwellings,HDB 3-Room Flats,11826
2015,80-84 Years,Total HDB Dwellings,HDB 4-Room Flats,15055
2015,80-84 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,10058
2015,85 Years & Over,Total HDB Dwellings,HDB 1- And 2-Room Flats,3271
2015,85 Years & Over,Total HDB Dwellings,HDB 3-Room Flats,8206
2015,85 Years & Over,Total HDB Dwellings,HDB 4-Room Flats,11111
2015,85 Years & Over,Total HDB Dwellings,HDB 5-Room And Executive Flats,7895
2016,Residents,Total HDB Dwellings,HDB 1- And 2-Room Flats,163847
2016,Residents,Total HDB Dwellings,HDB 3-Room Flats,599416
2016,Residents,Total HDB Dwellings,HDB 4-Room Flats,1325542
2016,Residents,Total HDB Dwellings,HDB 5-Room And Executive Flats,1070978
2016,0-4 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,7752
2016,0-4 Years,Total HDB Dwellings,HDB 3-Room Flats,22121
2016,0-4 Years,Total HDB Dwellings,HDB 4-Room Flats,71559
2016,0-4 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,50492
2016,5-9 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,7903
2016,5-9 Years,Total HDB Dwellings,HDB 3-Room Flats,23365
2016,5-9 Years,Total HDB Dwellings,HDB 4-Room Flats,65392
2016,5-9 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,60200
2016,10-14 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,7992
2016,10-14 Years,Total HDB Dwellings,HDB 3-Room Flats,24091
2016,10-14 Years,Total HDB Dwellings,HDB 4-Room Flats,63307
2016,10-14 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,65409
2016,15-19 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,9245
2016,15-19 Years,Total HDB Dwellings,HDB 3-Room Flats,27316
2016,15-19 Years,Total HDB Dwellings,HDB 4-Room Flats,76821
2016,15-19 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,76659
2016,20-24 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,10218
2016,20-24 Years,Total HDB Dwellings,HDB 3-Room Flats,30481
2016,20-24 Years,Total HDB Dwellings,HDB 4-Room Flats,88330
2016,20-24 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,81762
2016,25-29 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,9361
2016,25-29 Years,Total HDB Dwellings,HDB 3-Room Flats,38610
2016,25-29 Years,Total HDB Dwellings,HDB 4-Room Flats,104673
2016,25-29 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,79844
2016,30-34 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,7539
2016,30-34 Years,Total HDB Dwellings,HDB 3-Room Flats,41834
2016,30-34 Years,Total HDB Dwellings,HDB 4-Room Flats,116767
2016,30-34 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,72790
2016,35-39 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,6611
2016,35-39 Years,Total HDB Dwellings,HDB 3-Room Flats,44590
2016,35-39 Years,Total HDB Dwellings,HDB 4-Room Flats,110901
2016,35-39 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,80109
2016,40-44 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,8279
2016,40-44 Years,Total HDB Dwellings,HDB 3-Room Flats,46488
2016,40-44 Years,Total HDB Dwellings,HDB 4-Room Flats,100561
2016,40-44 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,86492
2016,45-49 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,10276
2016,45-49 Years,Total HDB Dwellings,HDB 3-Room Flats,45752
2016,45-49 Years,Total HDB Dwellings,HDB 4-Room Flats,94082
2016,45-49 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,83922
2016,50-54 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,13097
2016,50-54 Years,Total HDB Dwellings,HDB 3-Room Flats,51622
2016,50-54 Years,Total HDB Dwellings,HDB 4-Room Flats,103107
2016,50-54 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,85688
2016,55-59 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,14734
2016,55-59 Years,Total HDB Dwellings,HDB 3-Room Flats,51321
2016,55-59 Years,Total HDB Dwellings,HDB 4-Room Flats,99454
2016,55-59 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,80158
2016,60-64 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,14682
2016,60-64 Years,Total HDB Dwellings,HDB 3-Room Flats,45833
2016,60-64 Years,Total HDB Dwellings,HDB 4-Room Flats,83959
2016,60-64 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,63316
2016,65-69 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,13182
2016,65-69 Years,Total HDB Dwellings,HDB 3-Room Flats,40443
2016,65-69 Years,Total HDB Dwellings,HDB 4-Room Flats,62612
2016,65-69 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,45863
2016,70-74 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,7774
2016,70-74 Years,Total HDB Dwellings,HDB 3-Room Flats,23169
2016,70-74 Years,Total HDB Dwellings,HDB 4-Room Flats,31278
2016,70-74 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,22095
2016,75-79 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,7205
2016,75-79 Years,Total HDB Dwellings,HDB 3-Room Flats,21281
2016,75-79 Years,Total HDB Dwellings,HDB 4-Room Flats,25498
2016,75-79 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,17487
2016,80-84 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,4500
2016,80-84 Years,Total HDB Dwellings,HDB 3-Room Flats,12322
2016,80-84 Years,Total HDB Dwellings,HDB 4-Room Flats,15424
2016,80-84 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,10393
2016,85 Years & Over,Total HDB Dwellings,HDB 1- And 2-Room Flats,3497
2016,85 Years & Over,Total HDB Dwellings,HDB 3-Room Flats,8777
2016,85 Years & Over,Total HDB Dwellings,HDB 4-Room Flats,11817
2016,85 Years & Over,Total HDB Dwellings,HDB 5-Room And Executive Flats,8299
2017,Residents,Total HDB Dwellings,HDB 1- And 2-Room Flats,168052
2017,Residents,Total HDB Dwellings,HDB 3-Room Flats,590806
2017,Residents,Total HDB Dwellings,HDB 4-Room Flats,1330160
2017,Residents,Total HDB Dwellings,HDB 5-Room And Executive Flats,1067557
2017,0-4 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,7965
2017,0-4 Years,Total HDB Dwellings,HDB 3-Room Flats,21322
2017,0-4 Years,Total HDB Dwellings,HDB 4-Room Flats,72324
2017,0-4 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,48905
2017,5-9 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,7796
2017,5-9 Years,Total HDB Dwellings,HDB 3-Room Flats,22382
2017,5-9 Years,Total HDB Dwellings,HDB 4-Room Flats,65432
2017,5-9 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,57809
2017,10-14 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,8018
2017,10-14 Years,Total HDB Dwellings,HDB 3-Room Flats,23589
2017,10-14 Years,Total HDB Dwellings,HDB 4-Room Flats,61955
2017,10-14 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,63542
2017,15-19 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,9237
2017,15-19 Years,Total HDB Dwellings,HDB 3-Room Flats,26141
2017,15-19 Years,Total HDB Dwellings,HDB 4-Room Flats,73143
2017,15-19 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,73734
2017,20-24 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,10523
2017,20-24 Years,Total HDB Dwellings,HDB 3-Room Flats,29373
2017,20-24 Years,Total HDB Dwellings,HDB 4-Room Flats,86804
2017,20-24 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,81519
2017,25-29 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,9795
2017,25-29 Years,Total HDB Dwellings,HDB 3-Room Flats,38372
2017,25-29 Years,Total HDB Dwellings,HDB 4-Room Flats,107387
2017,25-29 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,83426
2017,30-34 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,7448
2017,30-34 Years,Total HDB Dwellings,HDB 3-Room Flats,39536
2017,30-34 Years,Total HDB Dwellings,HDB 4-Room Flats,113732
2017,30-34 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,71050
2017,35-39 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,6871
2017,35-39 Years,Total HDB Dwellings,HDB 3-Room Flats,42834
2017,35-39 Years,Total HDB Dwellings,HDB 4-Room Flats,111688
2017,35-39 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,77561
2017,40-44 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,7844
2017,40-44 Years,Total HDB Dwellings,HDB 3-Room Flats,45184
2017,40-44 Years,Total HDB Dwellings,HDB 4-Room Flats,100152
2017,40-44 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,83494
2017,45-49 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,10005
2017,45-49 Years,Total HDB Dwellings,HDB 3-Room Flats,44807
2017,45-49 Years,Total HDB Dwellings,HDB 4-Room Flats,93156
2017,45-49 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,83475
2017,50-54 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,12993
2017,50-54 Years,Total HDB Dwellings,HDB 3-Room Flats,50108
2017,50-54 Years,Total HDB Dwellings,HDB 4-Room Flats,101111
2017,50-54 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,84566
2017,55-59 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,14965
2017,55-59 Years,Total HDB Dwellings,HDB 3-Room Flats,50563
2017,55-59 Years,Total HDB Dwellings,HDB 4-Room Flats,99553
2017,55-59 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,80957
2017,60-64 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,15605
2017,60-64 Years,Total HDB Dwellings,HDB 3-Room Flats,46618
2017,60-64 Years,Total HDB Dwellings,HDB 4-Room Flats,87650
2017,60-64 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,66350
2017,65-69 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,13963
2017,65-69 Years,Total HDB Dwellings,HDB 3-Room Flats,40076
2017,65-69 Years,Total HDB Dwellings,HDB 4-Room Flats,64843
2017,65-69 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,48029
2017,70-74 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,9061
2017,70-74 Years,Total HDB Dwellings,HDB 3-Room Flats,26170
2017,70-74 Years,Total HDB Dwellings,HDB 4-Room Flats,36278
2017,70-74 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,25486
2017,75-79 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,7619
2017,75-79 Years,Total HDB Dwellings,HDB 3-Room Flats,21805
2017,75-79 Years,Total HDB Dwellings,HDB 4-Room Flats,26897
2017,75-79 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,18376
2017,80-84 Years,Total HDB Dwellings,HDB 1- And 2-Room Flats,4559
2017,80-84 Years,Total HDB Dwellings,HDB 3-Room Flats,12554
2017,80-84 Years,Total HDB Dwellings,HDB 4-Room Flats,15400
2017,80-84 Years,Total HDB Dwellings,HDB 5-Room And Executive Flats,10508
2017,85 Years & Over,Total HDB Dwellings,HDB 1- And 2-Room Flats,3785
2017,85 Years & Over,Total HDB Dwellings,HDB 3-Room Flats,9372
2017,85 Years & Over,Total HDB Dwellings,HDB 4-Room Flats,12655
2017,85 Years & Over,Total HDB Dwellings,HDB 5-Room And Executive Flats,8770